,sentence_num,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
46,2,here,0.3,58.8,58.8,58.8,58.8,0.3,0.0,0.0
47,2,and,0.4,66.6,66.6,66.6,66.6,0.4,0.0,0.0
48,2,make,0.4,74.3,74.3,74.3,74.3,0.4,0.0,0.0
49,2,a,0.2,18.7,18.7,18.7,18.7,0.2,0.0,0.0
50,2,contribution,1.0,128.2,159.3,183.1,121.18333333333332,0.7,0.3,0.2
51,2,to,0.3,39.2,39.2,74.2,46.85,0.2,0.1,0.1
52,2,our,0.4,83.2,83.2,83.2,83.2,0.4,0.0,0.0
53,2,economic,0.9,100.9,125.8,147.2,103.35,0.6,0.3,0.3
54,2,and,0.2,32.8,32.8,26.6,26.6,0.2,0.0,0.0
55,2,cultural,0.5,64.8,85.2,85.2,71.95,0.4,0.1,0.1
56,2,life.,0.3,58.8,58.8,58.8,58.8,0.3,0.0,0.0
57,3,This,0.1,8.7,8.7,8.7,8.7,0.1,0.0,0.0
58,3,is,0.6,41.4,69.6,92.5,46.11666666666666,0.3,0.3,0.2
59,3,an,0.5,80.9,80.9,80.1,80.1,0.5,0.0,0.0
60,3,enormously,1.1,190.8,218.7,218.7,188.65,0.9,0.2,0.2
61,3,encouraging,1.1,202.1,238.9,238.9,204.55,0.9,0.2,0.2
62,3,signal,1.3,166.1,188.5,264.9,176.15,0.9,0.4,0.4
63,3,for,0.4,37.3,37.3,56.7,36.05,0.3,0.1,0.1
64,3,Afghanistan.,2.3,248.6,370.1,445.0,207.37,1.0,1.3,0.8
65,4,Last,0.7,120.5,136.1,136.1,119.4,0.6,0.1,0.1
66,4,"year,",0.8,91.2,122.4,122.4,90.7,0.6,0.2,0.2
67,4,the,0.5,71.5,71.5,71.5,71.5,0.5,0.0,0.0
68,4,number,1.0,150.2,187.2,187.2,148.7,0.8,0.2,0.2
69,4,of,0.2,25.1,25.1,25.1,25.1,0.2,0.0,0.0
70,4,teachers,1.1,192.7,210.1,210.1,192.35,1.0,0.1,0.1
71,4,resigning,1.4,195.6,251.5,251.5,197.41666666666669,1.0,0.4,0.3
72,4,from,0.4,58.5,58.5,58.5,58.5,0.4,0.0,0.0
73,4,state,1.4,219.9,242.9,276.8,205.45,1.0,0.4,0.4
74,4,schools,1.2,159.1,172.5,229.3,163.66666666666669,0.9,0.3,0.2
75,4,doubled.,1.0,152.8,180.6,180.6,145.8,0.8,0.2,0.2
76,5,Construction,1.3,210.6,329.1,329.1,222.2,0.9,0.4,0.4
77,5,begins,1.0,222.4,222.4,236.3,220.1,0.9,0.1,0.1
78,5,next,0.4,38.5,38.5,38.5,38.5,0.4,0.0,0.0
79,5,year.,0.3,56.8,56.8,56.8,56.8,0.3,0.0,0.0
80,6,The,0.5,78.8,78.8,101.4,101.4,0.5,0.0,0.0
81,6,authenticity,1.9,194.8,341.5,341.5,192.26666666666668,1.0,0.9,0.6
82,6,of,0.4,64.7,64.7,64.7,64.7,0.4,0.0,0.0
83,6,a,0.3,61.3,61.3,61.3,61.3,0.3,0.0,0.0
84,6,National,1.1,154.4,169.7,188.0,147.425,0.8,0.3,0.1
85,6,Gallery,1.4,149.1,169.3,218.2,151.35,1.0,0.4,0.3
86,6,Rubens,1.6,200.8,275.2,312.2,204.05,1.0,0.6,0.5
87,6,has,0.5,42.6,42.6,54.5,44.1,0.4,0.1,0.1
88,6,been,1.1,192.8,200.5,223.6,162.01666666666668,0.8,0.3,0.2
89,6,called,1.0,133.6,163.6,163.6,129.1,0.8,0.2,0.2
90,6,into,0.7,110.2,118.8,118.8,103.5,0.6,0.1,0.1
91,6,question,0.7,98.4,98.4,98.4,98.4,0.7,0.0,0.0
92,6,again.,1.2,128.8,193.9,193.9,145.48333333333332,0.9,0.3,0.2
93,7,He,0.3,68.0,68.0,68.0,68.0,0.3,0.0,0.0
94,7,could,0.6,106.2,119.6,119.6,108.05,0.5,0.1,0.1
95,7,have,0.6,81.4,81.4,81.4,81.4,0.6,0.0,0.0
96,7,had,0.3,82.2,82.2,82.2,82.2,0.3,0.0,0.0
97,7,Andy,0.4,75.1,75.1,75.1,75.1,0.4,0.0,0.0
98,7,Warhol,1.0,93.6,116.1,130.3,87.26,0.6,0.4,0.1
99,7,for,0.2,47.0,47.0,47.0,47.0,0.2,0.0,0.0
100,7,a,0.3,101.3,101.3,101.3,101.3,0.3,0.0,0.0
101,7,son.,0.2,68.7,68.7,68.7,68.7,0.2,0.0,0.0
102,8,Behold,0.9,117.5,160.2,193.0,133.9,0.6,0.3,0.2
103,8,every,1.3,223.8,257.6,300.3,230.4333333333333,0.9,0.4,0.3
104,8,art,0.9,164.5,171.4,171.4,148.15,0.8,0.1,0.1
105,8,clich,1.4,221.5,270.2,294.4,197.95,0.9,0.5,0.5
106,8,of,0.2,48.7,48.7,48.7,48.7,0.2,0.0,0.0
107,8,the,0.4,67.1,67.1,64.4,64.4,0.4,0.0,0.0
108,8,last,0.9,136.7,165.0,165.0,133.4,0.7,0.2,0.2
109,8,100,0.3,61.0,61.0,61.0,61.0,0.3,0.0,0.0
110,8,years:,0.8,88.1,220.3,220.3,98.4,0.4,0.4,0.2
111,8,the,0.6,67.8,76.3,106.7,94.15,0.5,0.1,0.1
112,8,objet,0.5,75.2,89.6,89.6,72.65,0.4,0.1,0.1
113,8,trouv,0.5,119.3,145.0,145.0,117.9,0.4,0.1,0.1
114,8,with,0.2,17.9,23.9,23.9,11.95,0.1,0.1,0.1
115,8,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,8,"vengeance,",1.2,171.9,230.5,240.3,147.26666666666662,0.7,0.5,0.4
117,8,the,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,8,ordinary,1.1,144.6,179.3,230.6,138.25,0.7,0.4,0.4
119,8,become,1.1,137.7,137.7,223.9,137.85,0.7,0.4,0.4
120,8,"amazing,",0.7,155.9,155.9,169.9,150.15,0.6,0.1,0.1
121,8,scale,1.0,130.1,161.3,217.3,130.3,0.6,0.4,0.4
122,8,changing,1.4,148.5,202.8,287.0,123.46666666666668,0.6,0.8,0.5
123,8,"meaning,",0.6,168.7,168.7,168.7,168.7,0.6,0.0,0.0
124,8,the,0.7,111.8,135.4,151.7,107.45,0.5,0.2,0.2
125,8,natural,1.4,136.4,182.5,203.4,129.36666666666665,0.8,0.6,0.4
126,8,become,1.2,197.1,229.2,286.5,196.9333333333333,0.9,0.3,0.2
127,8,"unnatural,",2.0,205.3,279.5,385.6,190.31666666666663,1.0,1.0,0.8
128,8,space,1.2,225.7,263.4,286.6,216.95,0.9,0.3,0.3
129,8,and,0.4,65.2,65.2,65.2,65.2,0.4,0.0,0.0
130,8,volume,1.0,178.6,189.9,189.9,174.65,0.9,0.1,0.1
131,8,"redefined,",1.4,211.6,289.1,289.1,197.4,0.9,0.5,0.5
132,8,litter,1.1,185.9,185.9,262.2,166.53333333333333,0.7,0.4,0.3
133,8,striving,1.2,169.9,200.9,246.1,169.65,0.8,0.4,0.4
134,8,to,0.3,56.2,56.2,56.2,56.2,0.3,0.0,0.0
135,8,be,0.2,36.1,36.1,36.1,36.1,0.2,0.0,0.0
136,8,"beauteous,",1.5,249.2,342.5,434.7,215.96666666666664,0.8,0.7,0.5
137,8,beauty,1.5,193.0,224.0,312.9,193.175,0.9,0.6,0.4
138,8,striving,1.7,225.3,284.2,333.4,212.4,1.0,0.7,0.6
139,8,to,0.2,57.2,57.2,57.2,57.2,0.2,0.0,0.0
140,8,be,0.8,158.5,163.6,163.6,156.15,0.7,0.1,0.1
141,8,"litter,",1.3,151.7,187.7,235.0,144.01666666666662,0.8,0.5,0.4
142,8,the,0.4,85.1,85.1,147.1,105.1,0.3,0.1,0.1
143,8,gallery,2.2,211.7,260.0,398.3,197.91666666666663,0.9,1.3,0.6
144,8,rendered,1.8,212.8,306.0,457.5,265.04,1.0,0.8,0.5
145,8,"otiose,",1.1,234.2,249.3,335.7,239.75,0.8,0.3,0.3
146,8,randomness,1.4,224.8,274.4,329.5,221.9,0.9,0.5,0.4
147,8,made,0.5,92.4,110.5,110.5,89.0,0.4,0.1,0.1
148,8,"magisterial,",1.5,220.9,314.1,339.8,218.9,0.9,0.6,0.5
149,8,materials,1.4,195.9,305.7,305.7,193.1,0.9,0.5,0.4
150,8,mocking,1.1,152.1,186.8,207.9,148.7,0.8,0.3,0.3
151,8,their,0.7,131.8,149.4,149.4,130.5,0.6,0.1,0.1
152,8,origin,0.9,169.0,169.0,195.6,174.9,0.8,0.1,0.1
153,8,(for,0.4,69.9,69.9,69.9,69.9,0.4,0.0,0.0
154,8,here,0.8,129.0,148.0,148.0,130.8,0.7,0.1,0.1
155,8,is,0.3,49.4,49.4,49.4,49.4,0.3,0.0,0.0
156,8,a,0.1,22.3,22.3,22.3,22.3,0.1,0.0,0.0
157,8,towering,1.0,172.4,182.8,182.8,170.95,0.9,0.1,0.1
158,8,forest,0.6,100.2,100.2,100.2,100.2,0.6,0.0,0.0
159,8,of,0.3,44.7,44.7,44.7,44.7,0.3,0.0,0.0
160,8,that,0.5,52.4,52.4,71.8,49.93333333333333,0.3,0.2,0.1
161,8,which,1.0,113.3,130.7,165.0,119.16666666666669,0.7,0.3,0.2
162,8,came,0.4,64.7,64.7,64.7,64.7,0.4,0.0,0.0
163,8,from,0.6,90.7,90.7,105.9,89.65,0.5,0.1,0.1
164,8,"forests),",1.3,170.4,201.1,235.4,174.6,0.9,0.4,0.3
165,8,and,0.4,57.5,66.5,66.5,49.85,0.3,0.1,0.1
166,8,best,0.8,136.7,149.9,149.9,132.75,0.7,0.1,0.1
167,8,of,0.5,71.8,71.8,71.8,71.8,0.5,0.0,0.0
168,8,"all,",0.5,86.9,86.9,86.9,86.9,0.5,0.0,0.0
169,8,the,0.5,78.3,78.3,106.2,83.1,0.4,0.1,0.1
170,8,artist,1.2,201.0,267.5,267.5,202.66666666666669,0.9,0.3,0.2
171,8,nowhere,1.2,166.3,196.7,218.2,163.65,0.9,0.3,0.3
172,8,to,0.3,34.0,34.0,34.0,34.0,0.3,0.0,0.0
173,8,be,0.2,21.6,21.6,21.6,21.6,0.2,0.0,0.0
174,8,seen.,0.5,101.9,101.9,101.9,101.9,0.5,0.0,0.0
175,9,But,0.7,63.8,70.4,85.4,61.05,0.5,0.2,0.2
176,9,environmental,1.7,242.9,290.1,371.7,202.22,0.9,0.8,0.5
177,9,groups,0.5,126.4,126.4,126.4,126.4,0.5,0.0,0.0
178,9,feel,0.4,44.0,50.9,50.9,38.9,0.3,0.1,0.1
179,9,that,1.0,139.2,139.2,180.4,169.0,0.9,0.1,0.1
180,9,they,0.4,67.8,67.8,67.8,67.8,0.4,0.0,0.0
181,9,are,0.4,77.8,77.8,77.8,77.8,0.4,0.0,0.0
182,9,absolutely,1.7,178.3,306.5,347.9,193.4933333333333,0.9,0.8,0.4
183,9,the,0.1,22.8,22.8,22.8,22.8,0.1,0.0,0.0
184,9,way,0.8,135.7,135.7,135.7,135.7,0.8,0.0,0.0
185,9,to,0.5,93.4,93.4,107.3,84.65,0.4,0.1,0.1
186,9,go,0.5,127.1,127.1,127.1,127.1,0.5,0.0,0.0
187,9,-,0.3,31.6,31.6,31.6,31.6,0.3,0.0,0.0
188,9,setting,1.4,198.2,263.9,263.9,181.63333333333333,0.8,0.6,0.4
189,9,up,0.1,25.4,25.4,25.4,25.4,0.1,0.0,0.0
190,9,the,0.7,116.0,116.0,110.3,110.3,0.7,0.0,0.0
191,9,way,0.5,88.2,88.2,117.0,90.75,0.4,0.1,0.1
192,9,for,0.7,111.4,111.4,127.3,103.9,0.6,0.1,0.1
193,9,a,0.2,43.5,43.5,43.5,43.5,0.2,0.0,0.0
194,9,radical,0.7,90.2,114.4,114.4,89.13333333333334,0.5,0.2,0.1
195,9,clash,0.5,77.9,84.4,84.4,75.3,0.4,0.1,0.1
196,9,of,0.5,80.0,80.0,101.6,85.55,0.4,0.1,0.1
197,9,objectives,1.3,142.7,174.8,239.6,142.83333333333334,0.7,0.6,0.3
198,9,in,0.3,48.0,48.0,48.0,48.0,0.3,0.0,0.0
199,9,the,0.4,61.3,61.3,57.1,57.1,0.4,0.0,0.0
200,9,years,0.8,138.6,143.8,167.1,135.9,0.6,0.2,0.2
201,9,ahead.,0.7,92.4,106.0,124.7,92.5,0.5,0.2,0.2
202,10,Without,1.2,219.0,229.8,254.0,222.95,1.0,0.2,0.2
203,10,doubt,0.9,141.2,141.2,162.9,125.65,0.8,0.1,0.1
204,10,they,0.5,107.4,107.4,107.4,107.4,0.5,0.0,0.0
205,10,do,0.2,41.4,41.4,41.4,41.4,0.2,0.0,0.0
206,10,lack,0.2,53.5,53.5,53.5,53.5,0.2,0.0,0.0
207,10,other,0.7,162.6,162.6,162.6,162.6,0.7,0.0,0.0
208,10,qualities,1.3,178.0,240.0,240.0,169.15,0.9,0.4,0.4
209,10,that,0.2,40.1,40.1,40.1,40.1,0.2,0.0,0.0
210,10,you,0.8,147.5,147.5,147.5,147.5,0.8,0.0,0.0
211,10,look,0.2,28.3,28.3,28.3,28.3,0.2,0.0,0.0
212,10,for,0.5,88.7,88.7,88.7,88.7,0.5,0.0,0.0
213,10,in,0.2,25.3,25.3,25.3,25.3,0.2,0.0,0.0
214,10,literature,1.1,182.6,196.6,214.9,183.4,0.9,0.2,0.2
215,10,that,0.3,56.0,56.0,56.0,56.0,0.3,0.0,0.0
216,10,isn't,1.2,159.6,198.1,225.5,154.5,0.8,0.4,0.4
217,10,meant,0.8,107.8,107.8,118.9,104.65,0.7,0.1,0.1
218,10,for,0.2,35.5,35.5,35.5,35.5,0.2,0.0,0.0
219,10,children.,0.5,88.9,88.9,114.4,93.05,0.4,0.1,0.1
220,11,"War-hero,",1.4,219.4,233.0,268.1,195.8,0.9,0.5,0.3
221,11,"lawyer,",0.7,121.0,130.9,130.9,113.6,0.6,0.1,0.1
222,11,politician:,1.6,140.7,200.6,239.4,145.63333333333338,0.8,0.8,0.4
223,11,Lt-Col,1.6,177.1,248.2,262.5,169.61666666666662,0.9,0.7,0.4
224,11,Airey,1.0,168.5,220.6,220.6,164.25,0.7,0.3,0.3
225,11,Neave,1.3,77.2,106.1,197.7,79.81666666666666,0.5,0.8,0.3
226,11,"was,",1.0,113.0,222.7,233.4,129.35,0.6,0.4,0.4
227,11,by,0.3,37.7,37.7,37.7,37.7,0.3,0.0,0.0
228,11,the,1.3,178.7,178.7,241.5,168.08333333333331,0.9,0.4,0.3
229,11,age,0.6,64.4,64.4,82.5,66.9,0.5,0.1,0.1
230,11,of,0.3,49.5,49.5,49.5,49.5,0.3,0.0,0.0
231,11,"36,",1.2,160.9,192.6,225.0,157.61666666666667,0.8,0.4,0.3
232,11,already,1.2,178.2,210.6,230.3,175.2,0.9,0.3,0.3
233,11,a,0.5,89.0,89.0,89.0,89.0,0.5,0.0,0.0
234,11,man,0.4,55.9,55.9,73.6,56.2,0.3,0.1,0.1
235,11,of,0.8,131.8,148.7,148.7,131.75,0.7,0.1,0.1
236,11,many,0.4,66.7,66.7,66.7,66.7,0.4,0.0,0.0
237,11,parts.,1.3,172.7,206.8,231.1,168.93333333333334,0.9,0.4,0.3
238,12,They,0.3,81.1,81.1,81.1,81.1,0.3,0.0,0.0
239,12,provide,1.5,174.1,241.0,269.6,180.1,1.0,0.5,0.5
240,12,the,0.2,34.6,34.6,34.6,34.6,0.2,0.0,0.0
241,12,legal,1.1,172.4,196.6,196.6,164.15,0.9,0.2,0.2
242,12,foundation,1.3,221.8,276.7,276.7,222.55,1.0,0.3,0.3
243,12,for,0.3,48.2,48.2,48.2,48.2,0.3,0.0,0.0
244,12,the,0.6,117.0,117.0,125.3,125.3,0.6,0.0,0.0
245,12,work,0.9,143.3,143.3,149.7,137.6,0.8,0.1,0.1
246,12,of,0.1,29.2,29.2,20.5,20.5,0.1,0.0,0.0
247,12,the,0.5,75.2,75.2,103.9,76.0,0.4,0.1,0.1
248,12,Red,0.5,110.5,110.5,110.5,110.5,0.5,0.0,0.0
249,12,Cross,0.7,129.8,129.8,129.8,129.8,0.7,0.0,0.0
250,12,and,0.2,46.3,46.3,46.3,46.3,0.2,0.0,0.0
251,12,have,0.8,130.7,154.8,154.8,133.25,0.7,0.1,0.1
252,12,been,0.5,65.7,65.7,65.7,65.7,0.5,0.0,0.0
253,12,signed,1.0,138.1,149.1,177.2,145.75,0.8,0.2,0.2
254,12,by,0.2,31.2,31.2,31.2,31.2,0.2,0.0,0.0
255,12,almost,1.4,212.7,241.0,308.3,205.98333333333332,0.9,0.5,0.3
256,12,200,0.6,113.9,125.6,125.6,114.9,0.5,0.1,0.1
257,12,countries.,1.5,168.1,188.4,294.0,173.41666666666669,0.9,0.6,0.4
258,13,Power,1.2,199.5,236.8,336.5,204.96666666666667,0.8,0.4,0.3
259,13,has,0.6,176.8,176.8,176.8,176.8,0.6,0.0,0.0
260,13,gone,0.8,167.8,192.1,192.1,171.0,0.7,0.1,0.1
261,13,to,0.5,112.7,112.7,112.7,112.7,0.5,0.0,0.0
262,13,Mr,0.3,53.0,53.0,53.0,53.0,0.3,0.0,0.0
263,13,Blair's,1.1,176.3,207.0,207.0,167.5,0.9,0.2,0.2
264,13,head.,1.0,159.8,175.0,205.0,163.55,0.8,0.2,0.2
265,14,But,0.6,102.4,108.8,108.8,96.55,0.5,0.1,0.1
266,14,"Mitch,",1.7,211.5,260.4,308.5,204.03333333333333,1.0,0.7,0.5
267,14,our,0.5,87.1,87.1,109.1,90.65,0.4,0.1,0.1
268,14,South,1.1,201.4,225.8,225.8,190.7,0.9,0.2,0.2
269,14,African,1.1,127.6,141.2,167.9,128.55,0.9,0.2,0.2
270,14,field,0.9,117.3,139.9,163.8,112.5,0.6,0.3,0.3
271,14,"guide,",1.1,202.5,238.0,238.0,201.5,0.9,0.2,0.2
272,14,assures,0.4,62.4,62.4,62.4,62.4,0.4,0.0,0.0
273,14,me,0.3,60.5,60.5,60.5,60.5,0.3,0.0,0.0
274,14,that,0.4,94.6,94.6,94.6,94.6,0.4,0.0,0.0
275,14,the,0.4,86.1,86.1,86.1,86.1,0.4,0.0,0.0
276,14,oryx,0.9,201.5,210.5,210.5,193.45,0.8,0.1,0.1
277,14,thrive,1.6,265.8,301.1,392.6,264.875,1.0,0.6,0.3
278,14,on,0.8,170.1,170.1,193.3,168.95,0.7,0.1,0.1
279,14,their,1.0,142.2,142.2,189.1,150.4,0.8,0.2,0.2
280,14,diet,0.9,164.7,164.7,171.0,150.05,0.8,0.1,0.1
281,14,and,0.3,60.1,60.1,60.1,60.1,0.3,0.0,0.0
282,14,points,1.1,157.5,175.7,208.2,147.7,0.8,0.3,0.2
283,14,to,0.7,129.3,161.1,161.1,132.63333333333335,0.5,0.2,0.1
284,14,where,1.3,196.2,239.3,285.5,201.4,0.9,0.4,0.3
285,14,tiny,0.3,50.6,50.6,50.6,50.6,0.3,0.0,0.0
286,14,yellow,1.7,179.4,243.6,319.0,167.15,0.9,0.8,0.7
287,14,flowers,1.3,133.2,165.5,255.9,132.925,0.7,0.6,0.4
288,14,have,0.7,134.7,134.7,134.7,134.7,0.7,0.0,0.0
289,14,"bloomed,",1.4,172.8,172.8,251.2,170.875,0.9,0.5,0.2
290,14,a,0.1,26.4,26.4,26.4,26.4,0.1,0.0,0.0
291,14,response,1.7,208.7,252.2,353.1,216.3,1.0,0.7,0.5
292,14,to,0.6,75.8,75.8,86.0,77.65,0.5,0.1,0.1
293,14,a,0.3,47.0,47.0,63.9,63.9,0.3,0.0,0.0
294,14,short-lived,2.8,167.7,209.0,485.1,182.31666666666663,1.0,1.8,0.8
295,14,shower,1.5,235.4,249.2,387.4,248.05,1.0,0.5,0.4
296,14,the,0.7,131.3,131.3,186.7,169.85,0.6,0.1,0.1
297,14,night,1.4,157.6,174.2,239.7,158.3,0.9,0.5,0.5
298,14,before.,0.8,119.5,119.5,139.8,117.95,0.7,0.1,0.1
299,15,There,0.3,62.3,62.3,62.3,62.3,0.3,0.0,0.0
300,15,are,0.6,129.5,129.5,129.5,129.5,0.6,0.0,0.0
301,15,no,0.1,12.7,12.7,12.7,12.7,0.1,0.0,0.0
302,15,reliable,1.1,160.1,191.0,215.5,160.1,0.8,0.3,0.3
303,15,statistics,1.2,175.3,186.9,224.5,159.25,0.8,0.4,0.4
304,15,for,0.4,97.5,97.5,97.5,97.5,0.4,0.0,0.0
305,15,its,0.7,127.9,127.9,127.9,127.9,0.7,0.0,0.0
306,15,"GDP,",0.8,143.7,173.4,173.4,145.45,0.7,0.1,0.1
307,15,but,0.3,61.3,61.3,61.3,61.3,0.3,0.0,0.0
308,15,it,0.4,81.8,81.8,81.8,81.8,0.4,0.0,0.0
309,15,is,0.7,132.2,132.2,132.2,132.2,0.7,0.0,0.0
310,15,probably,0.9,129.0,145.6,145.6,126.65,0.8,0.1,0.1
311,15,about,0.6,102.2,149.7,149.7,95.43333333333332,0.4,0.2,0.1
312,15,$20bn,1.2,152.5,195.8,257.3,149.2,0.7,0.5,0.3
313,15,a,0.4,106.2,106.2,106.2,106.2,0.4,0.0,0.0
314,15,year.,1.1,112.8,179.8,179.8,117.0,0.7,0.4,0.4
315,16,To,0.1,18.0,18.0,18.0,18.0,0.1,0.0,0.0
316,16,those,1.0,207.3,222.5,222.5,185.15,0.8,0.2,0.2
317,16,questions,1.9,194.1,276.6,328.3,183.925,1.0,0.9,0.4
318,16,we,0.5,45.5,45.5,82.1,43.65,0.3,0.2,0.2
319,16,might,0.9,121.3,130.8,179.4,118.3,0.6,0.3,0.3
320,16,legitimately,1.8,220.7,293.8,382.7,211.75,1.0,0.8,0.6
321,16,add,0.9,120.1,120.1,183.1,101.36666666666666,0.5,0.4,0.2
322,16,another,1.6,188.2,256.2,298.0,182.91666666666663,0.9,0.7,0.4
323,16,one.,0.8,82.9,89.1,118.7,85.93333333333334,0.5,0.3,0.2
324,17,It,0.2,45.1,45.1,45.1,45.1,0.2,0.0,0.0
325,17,was,0.7,48.0,48.0,154.9,54.74,0.3,0.4,0.1
326,17,more,1.1,152.7,173.7,190.4,148.0,0.8,0.3,0.3
327,17,"that,",0.4,70.2,70.2,70.2,70.2,0.4,0.0,0.0
328,17,according,1.4,189.8,243.3,243.3,184.56666666666663,1.0,0.4,0.3
329,17,to,0.2,27.3,27.3,27.3,27.3,0.2,0.0,0.0
330,17,several,0.8,170.3,170.3,170.3,170.3,0.8,0.0,0.0
331,17,"reports,",0.9,123.4,147.2,147.2,121.95,0.7,0.2,0.2
332,17,they,0.6,116.8,116.8,116.8,116.8,0.6,0.0,0.0
333,17,failed,1.0,104.4,136.1,136.1,110.5,0.8,0.2,0.2
334,17,to,0.4,57.3,57.3,75.7,58.95,0.3,0.1,0.1
335,17,implement,0.7,181.7,194.0,194.0,177.75,0.6,0.1,0.1
336,17,Plan,0.8,64.1,122.6,122.6,66.76666666666667,0.4,0.4,0.3
337,17,A.,0.4,91.8,91.8,91.8,91.8,0.4,0.0,0.0
338,18,So,0.4,46.4,59.6,59.6,45.4,0.3,0.1,0.1
339,18,the,0.9,152.3,167.2,189.4,146.55,0.7,0.2,0.2
340,18,aid,1.2,177.5,177.5,234.5,165.71666666666667,0.8,0.4,0.3
341,18,flow,1.0,180.1,199.7,223.9,178.8,0.8,0.2,0.2
342,18,will,0.9,122.3,122.3,160.8,127.9,0.7,0.2,0.2
343,18,be,0.5,62.0,62.0,82.4,64.3,0.4,0.1,0.1
344,18,more,1.3,190.7,228.6,228.6,182.6,1.0,0.3,0.3
345,18,than,0.8,143.8,143.8,172.0,146.95,0.7,0.1,0.1
346,18,5,0.3,39.3,39.3,39.3,39.3,0.3,0.0,0.0
347,18,per,0.7,121.7,121.7,127.6,116.1,0.6,0.1,0.1
348,18,cent,1.0,139.6,147.7,162.6,135.6,0.8,0.2,0.2
349,18,of,0.6,108.5,108.5,130.2,107.85,0.5,0.1,0.1
350,18,GDP,1.2,141.0,201.2,237.7,142.56666666666666,0.7,0.5,0.4
351,18,per,1.0,133.3,133.3,174.7,131.43333333333334,0.8,0.2,0.1
